,Unnamed: 0,企业名称,所属行业,招聘岗位,工作地点,条件,企业信息,薪资,URL
101,101,中电金信,计算机软件,数据分析挖掘,深圳·福田区·新洲,3-5年本科,计算机软件不需要融资10000人以上,13-20K,https://www.zhipin.com//job_detail/899ba0fb149d41d51nZy09S7FFpT.html
102,102,诚则成顾问,咨询,数据分析员,深圳·龙岗区·万科广场,1年以内本科,咨询未融资20-99人,7-12K,https://www.zhipin.com//job_detail/070fc00faafe5c0d1n1y2Ni_GVI~.html
103,103,百果园,批发/零售,数据分析师,深圳·南山区·科技园,3-5年本科,批发/零售C轮10000人以上,11-20K·13薪,https://www.zhipin.com//job_detail/99e13c3decb466c51n142Ni4GFdS.html
104,104,润联科技,计算机软件,数据分析师,深圳·福田区·梅林,5-10年本科,计算机软件不需要融资1000-9999人,15-30K·18薪,https://www.zhipin.com//job_detail/6570bd8c5d0f98b21nx73tW9E1dQ.html
105,105,会牛科技,财务/审计/税务,数据分析/数据专员,深圳·龙华区·民治,经验不限本科,财务/审计/税务未融资100-499人,5-8K,https://www.zhipin.com//job_detail/edd19fcd055cd01d1nJ-2Nu8FFdU.html
106,106,哈步数据,计算机软件,数据分析师,深圳·福田区·香蜜湖,1-3年本科,计算机软件A轮20-99人,10-15K,https://www.zhipin.com//job_detail/36bb8d71f2f5accf3nV52Ny8ElI~.html
107,107,众新产业,计算机服务,数据分析师,深圳·龙岗区·龙岗中心城,3-5年本科,计算机服务不需要融资20-99人,6-10K·13薪,https://www.zhipin.com//job_detail/f6dffb5ac5da2c821nN-3dS0FlRS.html
108,108,小鹏汽车,汽车生产,商业数据分析经理,深圳·福田区·车公庙,5-10年本科,汽车生产已上市10000人以上,20-35K·15薪,https://www.zhipin.com//job_detail/32c973f88f0eca261n192N-9EFFR.html
109,109,源鑫药业,医疗健康,数据分析专员,深圳·龙华区·观澜,1-3年大专,医疗健康不需要融资100-499人,5-6K,https://www.zhipin.com//job_detail/36f18f5639d6bef41Xx82tW6FlE~.html
110,110,华宇讯科技,互联网,数据分析专员,深圳·南山区·科技园,3-5年大专,互联网B轮500-999人,12-24K·13薪,https://www.zhipin.com//job_detail/068eb1d819ff1e651nJ50ti_GFpT.html
111,111,前海数据,企业服务,数据分析助理,深圳·南山区·科技园,经验不限本科,企业服务未融资100-499人,8-13K·13薪,https://www.zhipin.com//job_detail/e23899681d0e59a73nR90t21ElM~.html
112,112,顺丰同城,交通/运输,数据分析师,深圳,3-5年本科,交通/运输未融资10000人以上,15-30K·13薪,https://www.zhipin.com//job_detail/4707778fa0737cb31nB92Nm5ElNQ.html
113,113,极光,数据服务,数据分析实习生,深圳·南山区·南头,经验不限学历不限,数据服务已上市500-999人,3-4K,https://www.zhipin.com//job_detail/2d36742010fb36df1nV83Nm4ElVU.html
114,114,安芯易电子,电子/半导体/集成电路,数据分析师,深圳·福田区·华强北,1-3年本科,电子/半导体/集成电路不需要融资100-499人,9-13K·13薪,https://www.zhipin.com//job_detail/c4bb9843d7ad68fe1nJ82t20GFpQ.html
115,115,希施玛数据,计算机软件,数据分析师,深圳·南山区·大学城,经验不限本科,计算机软件不需要融资100-499人,10-15K,https://www.zhipin.com//job_detail/92656c21024339de33B53t60EFY~.html
116,116,私募排排网,互联网金融,数据分析师,深圳·福田区·新洲,1-3年本科,互联网金融不需要融资100-499人,10-15K,https://www.zhipin.com//job_detail/2e0279a9f1e488f61nN62Nq8FFZX.html
117,117,深圳市地质环境研究院,互联网,监测设备数据分析员,深圳·南山区·科技园,1-3年大专,互联网不需要融资100-499人,5-6K,https://www.zhipin.com//job_detail/7e8136fc2436a4ed1nV_3Nq_FFRV.html
118,118,奇迅新游,游戏,数据分析师,深圳,1-3年本科,游戏不需要融资100-499人,10-15K·13薪,https://www.zhipin.com//job_detail/4bf4317af960d4a41nV80ty1FFpR.html
119,119,腾讯,互联网,数据分析,深圳·南山区·科技园,3-5年本科,互联网不需要融资10000人以上,25-50K·17薪,https://www.zhipin.com//job_detail/711e61718a6579e51nJ90tq8F1dQ.html
120,120,深圳雷鸟科技,互联网,数据分析师,深圳·南山区·西丽,5-10年本科,互联网B轮100-499人,25-50K,https://www.zhipin.com//job_detail/8272810fa7a6ee150nRy09y_EFY~.html
121,121,天阳科技,计算机软件,数据分析/运营-深圳01,深圳·福田区·福田保税区,3-5年大专,计算机软件已上市1000-9999人,12-20K,https://www.zhipin.com//job_detail/cc7dc1d0b15e5bb71nx83Nu1GVdV.html
122,122,巴莫尔,电子商务,数据分析师,深圳·坪山区·坪山,3-5年本科,电子商务未融资100-499人,10-15K,https://www.zhipin.com//job_detail/21370887b17ac2dd1nZ-2t25F1JU.html
123,123,深圳市新产业生物...,医疗设备/器械,数据分析工程师,深圳·坪山区·坑梓,经验不限本科,医疗设备/器械不需要融资1000-9999人,10-15K·15薪,https://www.zhipin.com//job_detail/a131d13939d57f831nJ72t-9EltW.html
124,124,泰达惠集团,其他服务业,医疗器械临床数据分析专员,深圳·宝安区·新安,经验不限大专,其他服务业未融资20-99人,8-13K,https://www.zhipin.com//job_detail/3731acaf028969233nV93961GVE~.html
125,125,腾讯音乐,互联网,数据分析师,深圳·南山区·南头,1-3年硕士,互联网已上市1000-9999人,24-29K·16薪,https://www.zhipin.com//job_detail/85871258a74ad7031nJ83N-0FFRQ.html
126,126,南科大数据,数据服务,数据分析实习生,深圳·福田区·沙头,1天/周2个月本科,数据服务A轮20-99人,200-300元/天,https://www.zhipin.com//job_detail/f642eaf91478956403Ny2tW5GVc~.html
127,127,深圳市尚夏实业有...,互联网,初级数据分析师,深圳,1年以内大专,互联网20-99人,7-10K,https://www.zhipin.com//job_detail/469600f98e6f7c6e1nB_0968EFpT.html
128,128,妍丽,批发/零售,数据分析师,深圳·福田区·会展中心,3-5年本科,批发/零售B轮1000-9999人,15-23K·14薪,https://www.zhipin.com//job_detail/fbb5a5545347d6641nBz0tu0FFFS.html
129,129,普强信息,计算机软件,数据分析师,深圳·龙华区·民治,1-3年本科,计算机软件D轮及以上100-499人,11-22K·13薪,https://www.zhipin.com//job_detail/d6c2409ee926ec791n1z2ty7FVtW.html
130,130,北京字节跳动,移动互联网,数据分析师,深圳·南山区·南油,经验不限本科,移动互联网D轮及以上10000人以上,15-30K·18薪,https://www.zhipin.com//job_detail/ca1c0ab6424bae4d1nN629W6GFtT.html
131,131,思维莱科技,电子/半导体/集成电路,数据分析师（跨境电商行业）,深圳·龙岗区·华南城,1-3年大专,电子/半导体/集成电路未融资20-99人,7-12K,https://www.zhipin.com//job_detail/4ceca6377666dc351nV60ti6GFBV.html
132,132,力辉电机,机械设备/机电/重工,数据分析师,深圳·南山区·科技园,3-5年本科,机械设备/机电/重工D轮及以上1000-9999人,10-15K·13薪,https://www.zhipin.com//job_detail/79a97f3603d208071nJ82tm6F1NQ.html
133,133,亿达信息,计算机软件,数据分析工程师,深圳·南山区·科技园,1-3年大专,计算机软件不需要融资1000-9999人,11-16K,https://www.zhipin.com//job_detail/8be20b0a9a9b88611nxy39S-EFFQ.html
134,134,国康私人医生,医疗健康,数据分析师,深圳·南山区·科技园,1-3年本科,医疗健康C轮100-499人,10-15K,https://www.zhipin.com//job_detail/66ec3f4a4f2f56091nF82tS6GVJR.html
135,135,平安银行,互联网金融,数据分析师,深圳·罗湖区·万象城,3-5年本科,互联网金融已上市10000人以上,20-40K·15薪,https://www.zhipin.com//job_detail/9f3cfe249c17b5531nJ429y6EVJR.html
136,136,艾科泰环境科技,企业服务,数据分析师,深圳·宝安区·新安,经验不限本科,企业服务未融资20-99人,8-12K·14薪,https://www.zhipin.com//job_detail/0ffc592c3ac229fe03F83tu1FFY~.html
137,137,今日头条,移动互联网,数据分析师,深圳·南山区·科技园,1-3年本科,移动互联网不需要融资10000人以上,13-20K·15薪,https://www.zhipin.com//job_detail/936cf7b37ef1aff31n1-09S5F1RX.html
138,138,起点教育,培训机构,数据专员/数据分析师  (大小周休息）,深圳·龙岗区·坂田,1年以内大专,培训机构未融资100-499人,8-10K,https://www.zhipin.com//job_detail/8bafc061405c74cc1nFz39m9GFJQ.html
139,139,深圳市诚达通国际...,物流/仓储,初级数据分析师,深圳·宝安区·西乡,1-3年大专,物流/仓储未融资20-99人,8-10K,https://www.zhipin.com//job_detail/ec34e89956b376851nF62tq4FFBY.html
140,140,微众银行,互联网金融,数据分析岗,深圳·南山区·科技园,1-3年本科,互联网金融不需要融资1000-9999人,20-35K·16薪,https://www.zhipin.com//job_detail/e5d42ec67c6826181nJ73t6-E1RS.html
141,141,社区云科技,生活服务,能源数据分析师,深圳·龙华区·民治,1-3年本科,生活服务1000-9999人,6-11K,https://www.zhipin.com//job_detail/8b2a4452379db5f31nx-39y-EVRU.html
142,142,ux168,电子商务,财务数据分析师,深圳·宝安区·松岗,1-3年大专,电子商务未融资500-999人,7-8K·13薪,https://www.zhipin.com//job_detail/9a75607a9b26e4e21nx43dS_GVBQ.html
143,143,富途,互联网,数据分析师,深圳·南山区·科技园,经验不限本科,互联网已上市1000-9999人,15-30K,https://www.zhipin.com//job_detail/071fa942fd92366d1nZ73964EFdR.html
144,144,数果智能,互联网,数据分析师（办公深圳南山区）,深圳·南山区·蛇口,5-10年本科,互联网B轮100-499人,20-21K,https://www.zhipin.com//job_detail/3dacbf738804bc891nx93dq-E1FR.html
145,145,傲基科技,电子商务,数据分析经理,深圳·龙岗区·平湖,5-10年本科,电子商务未融资1000-9999人,20-40K,https://www.zhipin.com//job_detail/60ef2605c804249933Nz3dy4FFc~.html
146,146,O2OMind,互联网,数据分析师,深圳·南山区·科技园,1-3年本科,互联网未融资20-99人,10-15K·13薪,https://www.zhipin.com//job_detail/515726883a4a0a351nx73Nq0EVBS.html
147,147,深圳云天励飞,移动互联网,数据分析师,深圳·南山区·科技园,1-3年硕士,移动互联网已上市500-999人,20-30K,https://www.zhipin.com//job_detail/1213e68421d66ed51HZ-2dW4EFE~.html
148,148,比亚迪,新能源,高级数据分析师（物流）,深圳·坪山区·淡水,1-3年本科,新能源已上市10000人以上,10-15K,https://www.zhipin.com//job_detail/04585918c7ac6fbb1nx_29m0ElFT.html
149,149,法本信息,互联网,大数据开发工程师（双休 六险一金）,深圳·福田区·市民中心,5-10年大专,互联网已上市1000-9999人,16-20K,https://www.zhipin.com//job_detail/cf4bf3bb1500f9ec1nN70tS0FlJU.html
150,150,GrowingIO,互联网,商业数据分析师-华南,深圳·南山区·科技园,经验不限学历不限,互联网B轮100-499人,18-35K·15薪,https://www.zhipin.com//job_detail/4f2e214397a8f4c81nxz29y0F1pR.html
151,151,晤桥亚洲,计算机软件,数据分析实施工程师,深圳·南山区·后海,经验不限本科,计算机软件未融资100-499人,6-11K,https://www.zhipin.com//job_detail/541c49bca596c3291nJy3tS5E1FR.html
152,152,金进科技,原材料及加工/模具,数据分析工程师,深圳·龙岗区·平湖,经验不限本科,原材料及加工/模具不需要融资1000-9999人,13-22K·13薪,https://www.zhipin.com//job_detail/e02c33cfba87799a1nx80964GVVT.html
153,153,跨越速运集团有限公司,物流/仓储,取派时效监控高级专员（物流数据分析岗）,深圳·宝安区·西乡,1-3年大专,物流/仓储10000人以上,12-20K,https://www.zhipin.com//job_detail/2aae58075a120a501nx509i9EVBT.html
154,154,炙兔,电子商务,数据分析师（跨境电商）,深圳·龙华区·龙华,经验不限本科,电子商务天使轮0-20人,5-6K·13薪,https://www.zhipin.com//job_detail/e606912b3aa1ed1a1nF-2du0FlVW.html
155,155,中建普联,互联网,数据处理实习生,深圳·福田区·市民中心,5天/周3个月大专,互联网不需要融资100-499人,130-140元/天,https://www.zhipin.com//job_detail/c26b21d753d366c81nx439q7FFdU.html
156,156,顺丰速运,物流/仓储,财务高级数据分析师,深圳·南山区·科技园,5-10年本科,物流/仓储已上市10000人以上,22-35K·15薪,https://www.zhipin.com//job_detail/22c8479638bf534a1n1909y1EVtS.html
157,157,怡润,数据服务,数据分析助理,深圳·南山区·南油,1-3年大专,数据服务未融资20-99人,6-8K·13薪,https://www.zhipin.com//job_detail/9c7775c09dcc18f31nZ90ty9FlNQ.html
158,158,优维尔,电子商务,数据分析师,深圳·宝安区·西乡,5-10年本科,电子商务不需要融资1000-9999人,13-20K,https://www.zhipin.com//job_detail/4ac9dd3b9260dd101nZ-2dW_EFpU.html
159,159,wlaike,互联网,高级数据分析师,深圳·南山区·科技园,5-10年本科,互联网C轮100-499人,30-60K·15薪,https://www.zhipin.com//job_detail/8d7b110b4f948aba0X192d29GFM~.html
160,160,申请方,互联网,数据分析师,深圳·南山区·西丽,1-3年本科,互联网B轮100-499人,12-20K,https://www.zhipin.com//job_detail/addcc6b20743e3dc1nx92Nm1F1BS.html
161,161,四方信达,电子/半导体/集成电路,数据分析专员,深圳,1-3年大专,电子/半导体/集成电路20-99人,3-6K,https://www.zhipin.com//job_detail/2c3348f01700d5ea03R939u4ElI~.html
162,162,吉比特,游戏,数据分析师,深圳·南山区·西丽,3-5年本科,游戏已上市500-999人,15-30K·16薪,https://www.zhipin.com//job_detail/9e04abea26ea48a21nF609u5F1dT.html
163,163,凯江源商贸有限公司,食品/饮料/烟酒,数据分析师,深圳·福田区·景田,3-5年本科,食品/饮料/烟酒不需要融资100-499人,10-15K·13薪,https://www.zhipin.com//job_detail/05e860e05a0bedf21nx53Nu4GVVS.html
164,164,华强电子网集团,电子/半导体/集成电路,数据分析师,深圳·福田区·车公庙,3-5年本科,电子/半导体/集成电路不需要融资500-999人,12-20K·14薪,https://www.zhipin.com//job_detail/836684f9385e3bf21nxy0tq8FFZS.html
165,165,OPPO,互联网,OPPO数据分析师,深圳·南山区·前海,3-5年本科,互联网不需要融资10000人以上,40-60K·16薪,https://www.zhipin.com//job_detail/69bff21ff3f9c8e51nJ93N-4GVpS.html
166,166,巨拓科技,移动互联网,数据分析助理,深圳·龙岗区·坂田,3-5年本科,移动互联网A轮100-499人,6-8K,https://www.zhipin.com//job_detail/9471d1f122e540461nN43tS5GFtS.html
167,167,华海时代,企业服务,数据分析师,深圳·龙华区·坂田,3-5年本科,企业服务未融资20-99人,15-25K·13薪,https://www.zhipin.com//job_detail/dfd3f0f98314bd781nNz3Nm_FFBR.html
168,168,悦策科技,数据服务,Power BI数据分析师（初级）,深圳·南山区·科技园,经验不限大专,数据服务未融资20-99人,5-9K,https://www.zhipin.com//job_detail/98dfa1cfea9a06721nN72ty_FFpT.html
169,169,创赢,电子商务,CPC广告数据分析,深圳·龙岗区·平湖,3-5年大专,电子商务不需要融资20-99人,11-22K,https://www.zhipin.com//job_detail/b1268e4e261f90f91nV73NW5GFFQ.html
170,170,信润富联数字科技,计算机服务,数据标注分析师,深圳·南山区·科技园,1-3年大专,计算机服务未融资100-499人,9-14K·13薪,https://www.zhipin.com//job_detail/2e968c11198cdf401nx93dS8GFFR.html
171,171,客路旅行,旅游,高级数据分析师,深圳·福田区·车公庙,1-3年学历不限,旅游D轮及以上1000-9999人,11-20K·13薪,https://www.zhipin.com//job_detail/b1086e9e47eb698e1nN53ty7ElBR.html
172,172,深圳柏逸软件科技...,互联网金融,数据分析师,深圳·龙华区·民治,3-5年大专,互联网金融0-20人,5-10K,https://www.zhipin.com//job_detail/828af5236fe5339c1nJ839W6ElZR.html
173,173,智汇创想,互联网,数据分析师,深圳·龙岗区·坂田,1-3年本科,互联网未融资1000-9999人,10-15K,https://www.zhipin.com//job_detail/a6a831edb079e2b333Zz29u6E1A~.html
174,174,酷开,互联网,高级数据分析师,深圳·宝安区·石岩,5-10年本科,互联网不需要融资500-999人,18-25K·14薪,https://www.zhipin.com//job_detail/d096658b7294858b1nd62N-1EFRR.html
175,175,深圳山防,电子商务,数据分析师,深圳·宝安区·西乡,1年以内大专,电子商务0-20人,5-10K,https://www.zhipin.com//job_detail/bcd122e44c3c3e8d1nR829i-GVdY.html
176,176,栖才科技,企业服务,数据分析师,深圳·福田区·福田保税区,1-3年本科,企业服务天使轮20-99人,12-16K·13薪,https://www.zhipin.com//job_detail/784afc05699a48511nBz2N-_FlBR.html
177,177,深圳德邦物流,物流/仓储,数据分析经理,深圳·龙华区·坂田,1年以内本科,物流/仓储已上市10000人以上,6-8K,https://www.zhipin.com//job_detail/65d81f9d4aa17f281nR_29u0FlZR.html
178,178,真迈生物,医疗设备/器械,数据分析工程师,深圳·罗湖区·布心,1-3年本科,医疗设备/器械B轮100-499人,10-15K·16薪,https://www.zhipin.com//job_detail/d6d1501c217df9301nNz2ti1E1ZQ.html
179,179,乐刷,移动互联网,数据分析师,深圳·南山区·科技园,3-5年本科,移动互联网已上市500-999人,20-30K·14薪,https://www.zhipin.com//job_detail/8a8c9f8819fa0fc01nx_3tu_F1RR.html
180,180,蓝鲸,互联网,数据分析工程师,深圳·罗湖区·笋岗,1-3年本科,互联网不需要融资20-99人,10-15K,https://www.zhipin.com//job_detail/7470ed0ad65712923nN42ty1FFc~.html
181,181,明成售电,电力/热力/燃气/水利,电力交易数据分析专员,深圳·南山区·科技园,1-3年本科,电力/热力/燃气/水利不需要融资20-99人,7-12K,https://www.zhipin.com//job_detail/d285dae6752981ae1nZ-3tq5F1ZR.html
182,182,麦点传媒科技,广告营销,数据分析师,深圳·南山区·科技园,1年以内本科,广告营销A轮100-499人,11-20K·13薪,https://www.zhipin.com//job_detail/ec56dac1607498480HNz3t-_E1I~.html
183,183,富士康准时达供应链,物流/仓储,销售数据分析,深圳·龙华区·龙华,3-5年本科,物流/仓储A轮1000-9999人,10-13K·13薪,https://www.zhipin.com//job_detail/a317442d134821421nJ809i5FlFR.html
184,184,Wonderlab,新零售,数据分析师,深圳·南山区·科技园,1-3年本科,新零售B轮100-499人,12-22K,https://www.zhipin.com//job_detail/82de86cb02af9eaa1nF92tu7EFZT.html
185,185,周大福,生活服务,(深圳）商品管理部 数据分析专员,深圳·盐田区·沙头角,经验不限本科,生活服务已上市10000人以上,6-8K·13薪,https://www.zhipin.com//job_detail/f256c8912cedc14d1nx-3Ny4FVJU.html
186,186,重投华讯,智能硬件,数据分析师,深圳·宝安区·西乡,1-3年大专,智能硬件不需要融资100-499人,11-18K·14薪,https://www.zhipin.com//job_detail/16adebca52985d251nZ-3NW6E1dT.html
187,187,源兴发,电子商务,数据分析师（BI),深圳·龙岗区·坂田,1-3年本科,电子商务未融资100-499人,8-13K,https://www.zhipin.com//job_detail/2ebbb83d278e3b1f1n1-29q8EFdR.html
188,188,深圳诺诚信息,计算机服务,数据分析工程师,深圳·宝安区·福永,经验不限大专,计算机服务未融资0-20人,5-8K,https://www.zhipin.com//job_detail/79fd30d06f1b7baf1nB93Ny1E1RT.html
189,189,稳健医疗,医疗健康,大数据开发实习生,深圳·龙华区·民治,3天/周6个月本科,医疗健康已上市10000人以上,200-250元/天,https://www.zhipin.com//job_detail/b695578352d81d941nJz0tm1FlNQ.html
190,190,D家,服装/纺织/皮革,数据分析专员,深圳·南山区·西丽,1-3年本科,服装/纺织/皮革未融资100-499人,8-10K,https://www.zhipin.com//job_detail/2604c8c60dfa416d1nx70tW_FFpW.html
191,191,货拉拉科技,互联网,数据分析师,深圳·福田区·梅林,经验不限本科,互联网D轮及以上10000人以上,15-30K·14薪,https://www.zhipin.com//job_detail/8a73de35c552c1811n1809W8FFpS.html
192,192,深圳一苣,计算机软件,python数据分析,深圳·福田区·新洲,3-5年大专,计算机软件20-99人,12-24K,https://www.zhipin.com//job_detail/df3dc5535a0412101nR70t-1EFpQ.html
193,193,梵格思,贸易/进出口,数据统计分析员,深圳,3-5年大专,贸易/进出口20-99人,5-6K,https://www.zhipin.com//job_detail/318229b73d0407b533142tS9FVI~.html
194,194,哈稀网络,计算机软件,python数据分析师,深圳·宝安区·宝安中心区,经验不限本科,计算机软件B轮100-499人,10-15K,https://www.zhipin.com//job_detail/4f68a4eaa004aee91nN529q7FVFR.html
195,195,富途,互联网,数据分析师,深圳·南山区·科技园,经验不限本科,互联网已上市1000-9999人,15-30K·14薪,https://www.zhipin.com//job_detail/7bbb2c93ab8372c91nZ739-1F1JQ.html
196,196,亚声威格,互联网,亚马逊产品开发/数据分析/可21、22届,深圳·龙岗区·坂田,经验不限大专,互联网未融资500-999人,7-12K·13薪,https://www.zhipin.com//job_detail/e87e394947c190001nN-3Nu1GVBS.html
197,197,博彦科技,计算机软件,数据分析（外派腾讯）,深圳·南山区·科技园,1-3年本科,计算机软件已上市10000人以上,9-13K·13薪,https://www.zhipin.com//job_detail/b680dd4971c454731nF43Ny8GFBV.html
198,198,神策数据,数据服务,数据分析师（证券基金）,深圳·南山区·科技园,经验不限学历不限,数据服务C轮1000-9999人,15-25K,https://www.zhipin.com//job_detail/de975b52b62f36de1nV_3di7E1BS.html
199,199,深圳雷鸟科技,互联网,数据分析师,深圳·南山区·西丽,5-10年本科,互联网B轮100-499人,20-40K·15薪,https://www.zhipin.com//job_detail/db1e41149b21bf620HR73dm7GVc~.html
200,200,华为,计算机软件,数据分析工程师,深圳·龙岗区·坂田,经验不限本科,计算机软件不需要融资10000人以上,15-30K,https://www.zhipin.com//job_detail/75cdb113c4ba88471nZ53dS7FVBQ.html
201,201,美美商业服务(深...,贸易/进出口,数据分析师（高级）,深圳·福田区·梅林,5-10年本科,贸易/进出口100-499人,18-25K,https://www.zhipin.com//job_detail/a6843de06f0ec9861nF_29q1FVpQ.html
202,202,OPPO,互联网,高级数据分析工程师,深圳·南山区·前海,5-10年本科,互联网不需要融资10000人以上,30-60K,https://www.zhipin.com//job_detail/e25c10f8b9c16faf1nF53Nm_GFNR.html
203,203,周大福,生活服务,数据分析经理,深圳,3-5年本科,生活服务已上市10000人以上,18-25K,https://www.zhipin.com//job_detail/b14f0c2b68bbc7271nx-3dq9FlJS.html
204,204,升学教育,在线教育,数据分析专员（五险一金+晋升机会）,深圳·龙岗区·平湖,经验不限本科,在线教育B轮1000-9999人,7-10K,https://www.zhipin.com//job_detail/afbcb0280f6e784e1nN-2NW8EFpS.html
205,205,货拉拉科技,互联网,数据分析实习生（HR方向）,深圳·福田区·梅林,4天/周3个月本科,互联网D轮及以上10000人以上,150-200元/天,https://www.zhipin.com//job_detail/6ca4282f71113f8b1nN_39i9FFNY.html
206,206,腾讯,互联网,数据分析师,深圳·南山区·科技园,3-5年本科,互联网不需要融资10000人以上,12-18K,https://www.zhipin.com//job_detail/cebc2fc1a12003121nx429i6EFdV.html
207,207,亚声威格,互联网,亚马逊产品开发/选品/数据分析  可应届生,深圳·龙岗区·坂田,经验不限大专,互联网未融资500-999人,7-12K·13薪,https://www.zhipin.com//job_detail/0641a3917b0e6a6b1nR_2di8FldU.html
208,208,华为,计算机软件,数据分析与挖掘工程师,深圳·龙岗区·坂田,5-10年本科,计算机软件不需要融资10000人以上,25-45K·16薪,https://www.zhipin.com//job_detail/ad020c3c9fdcbc0e1nx43d-4GVJS.html
209,209,今日头条,移动互联网,数据分析师,深圳·南山区·南油,在校/应届本科,移动互联网不需要融资10000人以上,15-25K·18薪,https://www.zhipin.com//job_detail/7eb94d23ac4ac53c1n143tm-GFJV.html
210,210,货拉拉科技,互联网,数据分析实习生（HR方向）,深圳·福田区·梅林,4天/周3个月本科,互联网D轮及以上10000人以上,150-200元/天,https://www.zhipin.com//job_detail/c0e82a4e0b247d6e1nN_39u5FVpV.html
211,211,腾讯,互联网,数据分析师,深圳·南山区·科技园,5-10年本科,互联网不需要融资10000人以上,20-30K·15薪,https://www.zhipin.com//job_detail/b3b65938588582321nF629W6FVVS.html
212,212,货拉拉科技,互联网,数据分析师,深圳·福田区·梅林,3-5年本科,互联网D轮及以上10000人以上,13-16K·13薪,https://www.zhipin.com//job_detail/b24253566688ae951n183NW_GVVS.html
213,213,腾讯,互联网,高级BI数据分析师,深圳·南山区·科技园,3-5年学历不限,互联网不需要融资10000人以上,35-50K·15薪,https://www.zhipin.com//job_detail/2eddf088455b44511n1809-5FFFT.html
214,214,货拉拉科技,互联网,数据分析实习生（HR方向）,深圳·福田区·梅林,5天/周3个月本科,互联网D轮及以上10000人以上,100-150元/天,https://www.zhipin.com//job_detail/62b9a6b6cb512c5c1nBz2Ny7FlVT.html
215,215,腾讯,互联网,数据分析,深圳·南山区·科技园,1-3年本科,互联网不需要融资10000人以上,20-30K·16薪,https://www.zhipin.com//job_detail/c70c4b7c6e63a6171nV72d-1FFVR.html
216,216,腾讯,互联网,数据分析师,深圳·南山区·海岸城,1-3年硕士,互联网不需要融资10000人以上,20-40K·16薪,https://www.zhipin.com//job_detail/ecda0c669c560d711nB_3Nq5FFRQ.html
217,217,货拉拉科技,互联网,高级数据分析经理,深圳·龙岗区·坂田,5-10年本科,互联网D轮及以上10000人以上,30-60K,https://www.zhipin.com//job_detail/f6d571fe3bb08ce11n1_3N66EVBR.html
218,218,货拉拉科技,互联网,数据分析师,深圳·福田区·梅林,3-5年本科,互联网D轮及以上10000人以上,20-35K·14薪,https://www.zhipin.com//job_detail/3996a2d325ed62c01n183tu9F1BT.html
219,219,货拉拉科技,互联网,数据分析师,深圳·龙岗区·坂田,3-5年本科,互联网D轮及以上10000人以上,15-30K·14薪,https://www.zhipin.com//job_detail/a8a5873ce5a43a001n182d25ElBS.html
220,220,货拉拉科技,互联网,数据分析leader,深圳·福田区·梅林,5-10年本科,互联网D轮及以上10000人以上,20-40K,https://www.zhipin.com//job_detail/2fe1e866028d46511n1_0964F1RR.html
