device_id,duration,source,song_id,dt
W37174886W,266,other,1364387574,2018/1/1
S32718550S,256,UserLikeList,1257719828,2018/1/1
N49308462N,43,UserLikeList,501088983,2018/1/1
L33369954L,23,UserCreatedList,1322789297,2018/1/1
W37210206W,60,PersonalFM,1381265750,2018/1/1
L25798050L,211,UserLikeList,1392098193,2018/1/1
I40557392I,363,UserLikeList,1411496665,2018/1/1
H26602412H,112,UserCreatedList,502171318,2018/1/1
H9475471H,438,PersonalFM,412374312,2018/1/1
E23798982E,476,search,27951317,2018/1/1
C38302896C,346,other,1281893540,2018/1/1
D27117728D,254,UserLikeList,352260,2018/1/1
L77857921L,436,UserLikeList,279521,2018/1/1
Y43456490Y,331,PersonalFM,1276342869,2018/1/1
N76984338N,217,other,4922667,2018/1/1
Q47747336Q,139,UserLikeList,516150747,2018/1/1
Z65739894Z,208,UserLikeList,1339402719,2018/1/1
A29711784A,152,RecommendedList,1320232119,2018/1/1
W42504800W,312,other,1236534326,2018/1/1
V30014689V,439,UserLikeList,431350254,2018/1/1
M70522871M,362,UserCollectdList,1350644893,2018/1/1
U78426689U,472,search,1345157369,2018/1/1
S17591381S,272,UserLikeList,1380576950,2018/1/1
F13054501F,388,search,31225379,2018/1/1
G31069942G,429,other,479363712,2018/1/1
S82522307S,325,UserCreatedList,1321701839,2018/1/1
Z54942637Z,445,DailyRecommends,1342243818,2018/1/1
L88944854L,426,UserCreatedList,239141,2018/1/1
M42143603M,430,UserLikeList,446944539,2018/1/1
Y53720687Y,405,search,414671331,2018/1/1
B72300349B,9,UserLikeList,1341499827,2018/1/1
E79277310E,426,other,1294193341,2018/1/1
F11966327F,466,DailyRecommends,1373511218,2018/1/1
F69447302F,271,UserCreatedList,515378218,2018/1/1
L30063148L,254,UserLikeList,272067,2018/1/1
J80446840J,371,search,1291517724,2018/1/1
K29997386K,458,other,27287141,2018/1/1
D84857773D,194,UserLikeList,1700519264,2018/1/1
X37643325X,77,other,1370329130,2018/1/1
E65977421E,273,UserLikeList,1363847984,2018/1/1
H68710157H,395,DailyRecommends,1261012230,2018/1/1
F19956750F,66,other,1334097204,2018/1/1
O20142981O,133,UserLikeList,525138771,2018/1/1
Q27991087Q,461,other,1304405819,2018/1/1
J57710138J,115,other,24446519,2018/1/1
C57717450C,254,DailyRecommends,484761950,2018/1/1
X65410208X,175,UserLikeList,28808608,2018/1/1
U48657036U,388,UserCreatedList,1329891889,2018/1/1
X13216904X,495,UserLikeList,676526,2018/1/1
J69895989J,124,PersonalFM,1345067432,2018/1/1
K32826987K,70,other,539299444,2018/1/1
R83399853R,171,search,1306229045,2018/1/1
F80012987F,44,RecommendedList,1344034828,2018/1/1
O62610371O,157,RecommendedList,445375573,2018/1/1
T80257480T,414,UserCreatedList,141523,2018/1/1
U12779955U,170,UserLikeList,495134643,2018/1/1
B12218798B,362,UserLikeList,451023971,2018/1/1
C22299550C,237,other,452304801,2018/1/1
V12812729V,355,UserLikeList,1401163070,2018/1/1
G49061444G,315,PersonalFM,1363318747,2018/1/1
A61828218A,156,other,1345947782,2018/1/1
F20987106F,157,other,382287665,2018/1/1
F48055465F,95,UserLikeList,512024405,2018/1/1
Y50254445Y,45,UserLikeList,391175319,2018/1/1
S54398359S,398,UserCollectdList,1265270787,2018/1/1
P62143627P,469,other,1359114592,2018/1/1
N41467612N,188,other,431565419,2018/1/1
Z30274941Z,227,other,479548748,2018/1/1
R27341941R,121,search,1354089582,2018/1/1
O81684445O,228,UserLikeList,1402930964,2018/1/1
O35692801O,423,PersonalFM,375709685,2018/1/1
B58296555B,495,other,3968934,2018/1/1
S36918611S,42,UserCreatedList,435735147,2018/1/1
L64718818L,13,other,1397046921,2018/1/1
L72039498L,229,DailyRecommends,540970589,2018/1/1
U19395281U,489,RecentlyPlayed,1333326531,2018/1/1
Z78444507Z,180,other,419487434,2018/1/1
Y66221842Y,252,UserLikeList,485117826,2018/1/1
P85451733P,500,PersonalFM,1266187305,2018/1/1
Z89400722Z,278,other,1374176078,2018/1/1
T50613065T,143,DailyRecommends,1398456516,2018/1/1
T73284270T,300,other,1323209731,2018/1/1
G78226364G,463,UserLikeList,1262344155,2018/1/1
Z13358927Z,460,UserLikeList,1350460661,2018/1/1
G37325822G,451,other,521112307,2018/1/1
G68401745G,163,UserLikeList,484895239,2018/1/1
T78110863T,40,UserLikeList,247532,2018/1/1
Z49747105Z,436,UserLikeList,382287665,2018/1/1
F18467164F,229,RecommendedList,26432149,2018/1/1
L62324927L,175,UserLikeList,27287141,2018/1/1
X35650541X,486,other,1303534076,2018/1/1
Q36073654Q,202,PersonalFM,1342181846,2018/1/1
B72937368B,280,other,399342437,2018/1/1
U86315534U,63,UserCreatedList,34157815,2018/1/1
N66945747N,474,UserLikeList,325583,2018/1/1
J58201643J,43,other,19736438,2018/1/1
O75516923O,355,DailyRecommends,495293867,2018/1/1
K10179273K,42,UserLikeList,1344016151,2018/1/1
C35744006C,351,other,1397844903,2018/1/1
N35436825N,476,UserLikeList,27261771,2018/1/1
A65497132A,220,other,492271408,2018/1/1
E85322559E,127,other,1376263377,2018/1/1
X17942153X,129,UserLikeList,1400151164,2018/1/1
D12846207D,166,DailyRecommends,60807,2018/1/1
W26306900W,309,RecommendedList,1294842271,2018/1/1
F18546633F,251,other,1385999448,2018/1/1
F64334290F,147,PersonalFM,1303977021,2018/1/1
J64344185J,445,UserLikeList,1405983738,2018/1/1
R58868202R,442,DailyRecommends,30236949,2018/1/1
B10363546B,381,other,1255272777,2018/1/1
Z30525297Z,378,RecommendedList,1383130638,2018/1/1
A82289400A,216,other,1306476351,2018/1/1
C59123652C,367,DailyRecommends,17512151,2018/1/1
K44879013K,240,RecommendedList,1346660473,2018/1/1
R53219622R,348,UserLikeList,438335474,2018/1/1
U39181437U,60,other,1393469890,2018/1/1
F84432607F,34,UserLikeList,517381666,2018/1/1
F72679333F,288,UserLikeList,1234654546,2018/1/1
T33371422T,436,UserLikeList,1382134982,2018/1/1
I66866582I,87,UserLikeList,448437663,2018/1/1
M36652291M,240,UserLikeList,281903,2018/1/1
T40313497T,176,UserLikeList,470181940,2018/1/1
U67055050U,173,PersonalFM,1393919813,2018/1/1
Y43487611Y,136,UserLikeList,1698465800,2018/1/1
L53504992L,127,other,29361942,2018/1/1
C77010190C,412,UserLikeList,1290183973,2018/1/1
W43999666W,252,UserLikeList,445816890,2018/1/1
A73910335A,470,other,1374176078,2018/1/1
L34742808L,129,search,25539907,2018/1/1
P54317127P,255,UserLikeList,32025272,2018/1/1
H63729546H,176,UserLikeList,1315602055,2018/1/1
G22656073G,178,DailyRecommends,89035,2018/1/1
F58824926F,55,UserCreatedList,158103,2018/1/1
H12668681H,156,UserLikeList,1369528788,2018/1/1
B76735674B,214,other,1318203132,2018/1/1
Y59686587Y,281,UserLikeList,520919729,2018/1/1
W47284177W,442,artist,1360076971,2018/1/1
L57307159L,156,UserLikeList,1237034913,2018/1/1
N42797864N,100,other,1306181817,2018/1/1
T52637121T,258,search,31256161,2018/1/1
E71151142E,409,other,1355495113,2018/1/1
S31032750S,412,UserCreatedList,1412700,2018/1/1
D13406479D,6,UserLikeList,395616448,2018/1/1
W53844292W,247,other,1410101096,2018/1/1
K59886964K,106,UserLikeList,1242068447,2018/1/1
A61280300A,389,PersonalFM,1408582690,2018/1/1
C46946024C,298,PersonalFM,1394347635,2018/1/1
E49159942E,238,UserCreatedList,1350229998,2018/1/1
Q77729894Q,415,UserLikeList,1396039440,2018/1/1
C86580922C,301,UserLikeList,1699015043,2018/1/1
Z26288115Z,53,other,502891770,2018/1/1
A90602108A,125,other,258584,2018/1/1
B46782681B,23,other,1407265380,2018/1/1
I46850320I,217,UserCreatedList,1407286913,2018/1/1
R77243314R,130,other,1307967158,2018/1/1
P86423181P,113,search,1345155632,2018/1/1
T10589110T,221,Local,402768691,2018/1/1
V88142505V,120,DailyRecommends,516786245,2018/1/1
B31682118B,102,UserCreatedList,1329747653,2018/1/1
T21654391T,132,other,4943690,2018/1/1
K79362542K,89,other,539198318,2018/1/1
E48563147E,314,DailyRecommends,1326837643,2018/1/1
R30333555R,204,search,441889857,2018/1/1
T12138549T,296,RecommendedList,1373511218,2018/1/1
I29889880I,220,UserCreatedList,1322051073,2018/1/1
A58184608A,380,PersonalFM,269786,2018/1/1
W79894864W,105,other,25882619,2018/1/1
A68095661A,423,UserLikeList,1397023913,2018/1/1
L13190489L,359,UserLikeList,1239420302,2018/1/1
Y25644321Y,385,UserLikeList,523000324,2018/1/1
L38629792L,225,other,1696764114,2018/1/1
V30594801V,244,search,1353975180,2018/1/1
J48326106J,69,DailyRecommends,144678,2018/1/1
S36824617S,76,UserCollectdList,1361110467,2018/1/1
I27841266I,19,RecentlyPlayed,1255604806,2018/1/1
J80071692J,18,other,27963215,2018/1/1
X23498626X,397,search,1410005981,2018/1/1
G15297721G,31,UserLikeList,1339680133,2018/1/1
C72501561C,439,DailyRecommends,1296875186,2018/1/1
Y84525296Y,445,RecommendedList,1368806614,2018/1/1
K34759921K,284,other,1235292920,2018/1/1
Q85362336Q,1,other,61872,2018/1/1
D64951515D,461,UserLikeList,1358236598,2018/1/1
D89865441D,402,UserCollectdList,1348475106,2018/1/1
R84121215R,250,UserCollectdList,2172471,2018/1/1
G37741317G,133,UserLikeList,5048224,2018/1/1
H42202115H,498,UserCollectdList,1363847984,2018/1/1
N42343646N,276,search,472942382,2018/1/1
H68454766H,229,DailyRecommends,4173405,2018/1/1
R83542569R,248,UserLikeList,1257705795,2018/1/1
W86297775W,14,other,28957853,2018/1/1
Z29549501Z,94,UserLikeList,1392681161,2018/1/1
S49574986S,454,Local,1699388596,2018/1/1
B34546854B,255,other,1409630363,2018/1/1
B36895866B,479,DailyRecommends,1235362305,2018/1/1
X23962711X,225,other,409220940,2018/1/1
H81197485H,67,UserLikeList,1301426884,2018/1/1
M32920277M,466,UserLikeList,1306151926,2018/1/1
H27608000H,30,UserLikeList,1362452269,2018/1/1
S37086031S,491,other,269969,2018/1/1
B87720458B,311,other,1283193780,2018/1/1
M38869197M,298,UserLikeList,1356396925,2018/1/1
C21014713C,459,RecentlyPlayed,1327921205,2018/1/1
D58599195D,160,other,64067,2018/1/1
G89756761G,179,UserLikeList,1395597122,2018/1/1
T73059787T,496,DailyRecommends,4754099,2018/1/1
M41998366M,382,search,1316826291,2018/1/1
G31843774G,165,other,1251582364,2018/1/1
G41908813G,257,search,1370165113,2018/1/1
Z15438306Z,200,UserCollectdList,1697492352,2018/1/1
E13241331E,151,UserLikeList,1408190971,2018/1/1
P78797806P,355,UserCreatedList,1363522271,2018/1/1
F22488308F,137,search,413080040,2018/1/1
R87699567R,152,DailyRecommends,1295146400,2018/1/1
L67335499L,143,UserLikeList,1276232369,2018/1/1
E62568795E,249,search,1362409528,2018/1/1
J61782151J,92,UserLikeList,217806,2018/1/1
O90554333O,124,UserLikeList,1324438833,2018/1/1
Y31683347Y,177,PersonalFM,1228275390,2018/1/1
U15675898U,19,other,502712745,2018/1/1
G64055106G,478,UserLikeList,1388369864,2018/1/1
S47976772S,172,UserLikeList,131498,2018/1/1
D48227559D,82,UserLikeList,364022,2018/1/1
T52876938T,334,DailyRecommends,397934727,2018/1/1
B13172687B,251,PersonalFM,1342102080,2018/1/1
V57516576V,17,UserLikeList,28629542,2018/1/1
F14617985F,257,RecommendedList,1336623969,2018/1/1
B67749576B,285,UserCreatedList,1229714101,2018/1/1
Q67931291Q,97,UserLikeList,31591076,2018/1/1
Z30907050Z,154,other,1358353436,2018/1/1
C83865338C,370,UserLikeList,1221765807,2018/1/1
P37462765P,357,UserLikeList,26327404,2018/1/1
E64448001E,392,UserLikeList,260539,2018/1/1
A57242215A,173,UserLikeList,26773276,2018/1/1
H70073745H,65,search,1341042860,2018/1/1
Q73598593Q,202,UserLikeList,164586,2018/1/1
I50664905I,376,UserCreatedList,1991667,2018/1/1
Z38629552Z,448,UserLikeList,415350187,2018/1/1
Z58237349Z,110,search,1346997300,2018/1/1
N53533730N,335,UserLikeList,1550251,2018/1/1
F10037099F,388,DailyRecommends,18150541,2018/1/1
E10534000E,207,UserLikeList,1278870062,2018/1/1
J87185786J,391,PersonalFM,1391026801,2018/1/1
L76888729L,414,PersonalFM,1351520715,2018/1/1
P23661127P,27,UserCreatedList,1306403090,2018/1/1
G41157880G,223,UserLikeList,25954807,2018/1/1
P31284657P,317,UserLikeList,1257705405,2018/1/1
J65823321J,216,other,1306574281,2018/1/1
T59958546T,189,UserCreatedList,1348918926,2018/1/1
T27058072T,43,other,1402930964,2018/1/1
Y71227730Y,159,RecentlyPlayed,1302306665,2018/1/1
O62539169O,330,DailyRecommends,680132,2018/1/1
R36960592R,111,UserLikeList,1286911186,2018/1/1
T24491625T,42,other,1410549975,2018/1/1
C69619065C,189,RecentlyPlayed,1248251621,2018/1/1
L69612151L,313,UserLikeList,1351835294,2018/1/1
S71052512S,318,UserLikeList,1270019643,2018/1/1
A57983081A,498,RecommendedList,1332345370,2018/1/1
G37515005G,235,UserCreatedList,1699943812,2018/1/1
D71397415D,21,UserLikeList,1258764314,2018/1/1
U51938213U,276,other,1338383976,2018/1/1
J72529207J,399,search,1338296231,2018/1/1
K89099677K,71,other,1287675251,2018/1/1
X24390663X,454,other,1345834670,2018/1/1
Z49104866Z,254,PersonalFM,4907496,2018/1/1
Q46917006Q,29,RecommendedList,438335009,2018/1/1
D87736125D,447,RecommendedList,1408867788,2018/1/1
O88962109O,125,UserCollectdList,1355304266,2018/1/1
F88030977F,88,RecentlyPlayed,31198795,2018/1/1
X70692075X,91,other,333468,2018/1/1
E46151580E,385,DailyRecommends,1327116007,2018/1/1
L80214418L,73,search,1403671457,2018/1/1
S50073920S,334,UserLikeList,1266410446,2018/1/1
E26389219E,92,other,1390058778,2018/1/1
Q27668514Q,385,UserLikeList,1358808532,2018/1/1
Y76211885Y,245,other,21393708,2018/1/1
A29703236A,444,UserLikeList,400616500,2018/1/1
M82376628M,116,UserLikeList,1304800006,2018/1/1
V34405967V,256,search,1306574281,2018/1/1
U25817866U,451,other,1313532173,2018/1/1
C17800830C,82,search,516165314,2018/1/1
V47296825V,1,UserLikeList,26600507,2018/1/1
Y9433259Y,85,DailyRecommends,1377627047,2018/1/1
Q80786766Q,353,RecommendedList,490545259,2018/1/1
D26321870D,64,UserCreatedList,1281293773,2018/1/1
P90257084P,314,RecommendedList,1696608840,2018/1/1
N29961542N,442,PersonalFM,1254295646,2018/1/1
W67133037W,183,UserLikeList,1699761529,2018/1/1
B18854735B,22,UserCreatedList,504850593,2018/1/1
I90483586I,394,other,435735147,2018/1/1
A59745406A,165,UserCreatedList,1397700098,2018/1/1
B60079144B,135,UserLikeList,416646739,2018/1/1
R33844138R,46,RecentlyPlayed,394545000,2018/1/1
T19069678T,239,UserLikeList,1365701620,2018/1/1
K44181362K,192,other,1282374668,2018/1/1
F60804928F,156,UserLikeList,442688016,2018/1/1
H61532964H,397,PersonalFM,1398108966,2018/1/1
E68291445E,268,PersonalFM,401052169,2018/1/1
D19429829D,436,search,1697492352,2018/1/1
I16691689I,450,other,389312268,2018/1/1
X70767209X,488,other,1295819310,2018/1/1
X64816399X,134,artist,1351440103,2018/1/1
Z78169487Z,289,artist,517548857,2018/1/1
K87281559K,316,other,1327796264,2018/1/1
Z50089299Z,91,other,421404950,2018/1/1
B56881757B,85,other,1348735570,2018/1/1
L35093882L,10,UserCreatedList,1403963164,2018/1/1
S46336229S,447,search,427153498,2018/1/1
W87565750W,230,UserLikeList,428029760,2018/1/1
N52669761N,222,other,1309716765,2018/1/1
M76539634M,186,PersonalFM,1698018021,2018/1/1
A59159813A,218,PersonalFM,30002519,2018/1/1
A50635575A,342,UserLikeList,1338153197,2018/1/1
G55171316G,359,RecommendedList,27989372,2018/1/1
R66992441R,75,other,1292697784,2018/1/1
T60237938T,351,UserCreatedList,1393047779,2018/1/1
Q10138144Q,29,UserLikeList,485663379,2018/1/1
B60563056B,35,UserCreatedList,1697601797,2018/1/1
V17508514V,138,other,1399200937,2018/1/1
Z49989198Z,100,UserLikeList,1302083032,2018/1/1
P58670269P,360,other,15916210,2018/1/1
G19640460G,182,UserCollectdList,428385622,2018/1/1
T73141210T,234,search,1369529428,2018/1/1
C89828811C,398,search,438335201,2018/1/1
I61460511I,105,other,86845,2018/1/1
Y89971143Y,169,other,1351835294,2018/1/1
Q37192609Q,462,other,1318480930,2018/1/1
A82745656A,437,UserLikeList,491033650,2018/1/1
M66395089M,10,other,1259242472,2018/1/1
L29549920L,269,UserCollectdList,332489,2018/1/1
B60858447B,175,RecommendedList,463006800,2018/1/1
X82711850X,150,UserLikeList,1697243607,2018/1/1
C33864668C,411,PersonalFM,1397727360,2018/1/1
U43967391U,453,UserLikeList,3204711,2018/1/1
